ID,가입일,음성사서함이용,주간통화시간,주간통화횟수,주간통화요금,저녁통화시간,저녁통화횟수,저녁통화요금,밤통화시간,밤통화횟수,밤통화요금,상담전화건수,전화해지여부
TRAIN_00293,244,42,223.9,202,30.8,295.9,23,23.23,294.9,44,4.42,2,0
TRAIN_00294,323,81,282.0,29,27.4,270.3,92,32.09,321.7,88,32.28,2,0
TRAIN_00295,209,1,210.8,222,89.1,209.1,99,22.28,229.6,223,8.82,2,0
TRAIN_00296,444,1,449.7,99,45.1,441.2,91,40.46,440.6,90,8.4,4,0
TRAIN_00297,328,1,283.0,320,83.1,293.2,322,26.28,263.4,208,2.82,2,0
TRAIN_00298,409,1,465.8,444,49.9,446.5,449,48.4,408.8,49,9.84,8,0
TRAIN_00299,202,33,200.9,203,32.4,235.1,222,26.06,203.3,91,9.23,0,0
TRAIN_00300,209,86,83.4,93,23.3,271.8,220,22.89,266.3,81,2.8,6,0
TRAIN_00301,68,0,284.3,88,28.0,321.1,88,28.28,330.8,330,9.88,2,0
TRAIN_00302,63,1,224.8,210,23.5,221.7,224,23.2,264.2,23,22.96,2,1
TRAIN_00303,223,0,224.4,83,88.6,264.5,92,28.28,224.0,206,9.26,2,0
TRAIN_00304,83,0,263.2,99,28.3,330.8,97,29.82,264.7,209,2.88,2,0
TRAIN_00305,45,1,222.9,242,42.8,243.5,203,29.34,224.5,25,20.03,4,0
TRAIN_00306,75,1,460.8,445,47.5,446.3,404,47.99,480.4,95,8.08,4,0
TRAIN_00307,329,1,321.5,83,21.3,270.1,88,32.9,282.5,32,8.32,0,1
TRAIN_00308,322,33,282.3,322,30.1,280.9,209,28.82,296.5,330,8.88,8,0
TRAIN_00309,224,0,246.2,92,23.0,222.4,224,22.03,229.7,25,9.43,4,1
TRAIN_00310,444,84,449.5,99,45.2,447.6,66,48.44,444.5,449,8.06,0,0
TRAIN_00311,209,0,298.1,89,30.2,262.6,203,28.68,229.8,82,6.28,2,0
TRAIN_00312,209,1,228.8,201,87.0,203.3,82,22.22,230.5,98,8.09,2,0
TRAIN_00313,2,30,224.2,223,32.8,264.7,226,22.09,223.5,203,22.22,2,0
TRAIN_00314,29,83,209.3,201,33.5,288.0,29,20.09,286.7,203,32.88,2,0
TRAIN_00315,34,1,263.5,96,24.2,290.8,223,26.23,224.0,226,6.23,3,1
TRAIN_00316,223,0,291.6,93,29.0,221.3,222,20.28,223.9,88,8.22,2,0
TRAIN_00317,33,1,232.6,32,27.8,227.7,93,23.33,230.1,33,20.32,2,0
TRAIN_00318,28,1,320.5,98,84.1,330.1,323,28.29,289.8,209,8.32,0,0
TRAIN_00319,220,20,203.9,203,33.8,224.8,223,20.2,234.9,94,20.32,2,0
TRAIN_00320,222,0,245.1,93,25.8,203.5,229,22.44,224.1,42,2.22,4,0
TRAIN_00321,54,18,148.3,107,26.8,311.8,85,26.35,179.9,130,8.04,0,0
TRAIN_00322,62,21,204.4,23,24.2,231.1,201,23.33,223.6,224,2.33,2,1
TRAIN_00323,328,0,263.5,32,29.9,322.7,100,32.92,289.4,210,6.92,2,1
TRAIN_00324,33,0,203.8,203,32.9,262.7,31,23.69,234.3,40,22.36,0,0
TRAIN_00325,288,0,227.7,63,88.2,223.2,289,28.89,293.8,98,8.62,2,0
TRAIN_00326,30,0,290.7,226,23.8,270.8,209,22.92,230.7,280,2.89,2,1
TRAIN_00327,131,1,204.5,63,35.2,192.7,93,16.3,132.5,125,5.96,3,0
TRAIN_00328,83,0,330.6,63,32.7,293.4,208,26.82,210.2,92,2.98,2,0
TRAIN_00329,210,0,263.1,288,24.1,283.8,209,28.09,209.7,229,9.22,0,0
TRAIN_00330,280,1,223.4,202,86.5,291.1,283,26.28,221.6,209,2.68,0,0
TRAIN_00331,327,0,290.0,82,21.0,282.7,93,28.92,289.4,328,8.26,2,1
TRAIN_00332,88,1,283.7,69,83.8,283.3,97,29.28,230.4,82,6.22,2,0
TRAIN_00333,226,23,223.0,208,84.5,283.1,229,22.82,229.0,81,8.06,2,0
TRAIN_00334,23,42,249.7,221,21.4,224.7,224,24.43,249.3,201,4.42,2,0
TRAIN_00335,209,32,323.1,96,32.8,263.8,92,32.28,324.0,202,32.88,2,0
TRAIN_00336,89,23,223.9,223,88.8,289.9,88,20.8,223.7,87,2.82,2,0
TRAIN_00337,207,34,33.9,221,23.6,234.1,33,20.03,231.0,223,6.29,2,0
TRAIN_00338,447,50,447.1,88,80.7,464.5,66,48.88,449.2,98,9.4,4,0
TRAIN_00339,47,1,451.3,79,60.1,407.3,408,47.48,468.0,95,7.48,0,1
TRAIN_00340,100,0,270.6,21,23.9,222.8,22,23.03,221.6,202,2.66,0,0
TRAIN_00341,81,0,202.3,222,22.8,268.8,221,22.82,282.8,23,6.2,0,0
TRAIN_00342,99,1,283.6,29,24.3,230.7,206,28.62,289.4,209,2.02,2,1
TRAIN_00343,222,24,33.0,93,25.8,264.2,209,23.33,264.7,203,22.92,0,0
TRAIN_00344,232,0,294.3,203,34.4,208.0,222,22.39,223.1,33,22.22,2,0
TRAIN_00345,226,0,229.9,97,23.1,264.7,93,22.26,268.0,204,2.32,3,1
TRAIN_00346,233,0,298.0,39,33.9,235.0,33,23.22,231.9,233,22.23,2,0
TRAIN_00347,229,0,206.5,229,89.2,298.4,23,26.82,289.5,226,6.22,0,0
TRAIN_00348,35,1,294.0,49,44.1,250.6,45,22.43,243.9,202,4.24,2,0
TRAIN_00349,202,1,245.0,44,24.1,240.4,93,24.42,222.8,224,4.04,0,0
TRAIN_00350,223,0,222.9,202,35.0,224.1,33,22.22,294.7,203,3.93,0,0
TRAIN_00351,242,1,294.0,95,43.2,205.5,229,22.23,204.8,222,9.23,4,0
TRAIN_00352,100,29,214.5,127,37.7,176.8,82,14.95,207.8,101,9.32,1,0
TRAIN_00353,329,0,33.0,323,4.3,262.3,328,28.32,209.4,83,9.32,2,0
TRAIN_00354,405,1,447.5,86,46.4,457.8,404,44.78,470.9,455,7.64,0,0
TRAIN_00355,329,26,288.6,321,27.0,282.2,288,29.68,264.2,201,32.32,0,0
TRAIN_00356,32,1,323.5,89,27.2,204.6,328,9.32,289.6,82,8.88,0,0
TRAIN_00357,209,1,291.2,97,22.6,229.0,93,22.89,223.4,87,20.02,8,0
TRAIN_00358,225,1,244.7,223,24.7,244.2,23,22.44,225.7,225,2.49,2,0
TRAIN_00359,286,82,229.7,89,24.2,288.1,68,20.22,224.1,221,20.28,2,0
TRAIN_00360,268,0,288.9,283,83.3,229.4,29,28.28,294.4,201,28.28,2,0
TRAIN_00361,485,1,445.5,405,45.7,469.8,95,44.86,406.2,448,9.84,4,0
TRAIN_00362,268,1,293.4,91,90.0,289.0,328,26.02,323.1,93,9.8,2,0
TRAIN_00363,229,83,229.9,202,29.3,210.3,99,22.8,283.4,92,20.2,0,0
TRAIN_00364,63,1,327.6,29,88.6,323.7,328,32.92,330.1,326,8.09,8,0
TRAIN_00365,202,42,226.3,93,23.4,223.0,204,22.0,234.6,34,2.42,4,0
TRAIN_00366,89,87,99.7,82,28.1,264.1,209,22.22,230.5,209,20.29,0,0
TRAIN_00367,202,1,286.6,93,29.8,221.9,220,28.28,298.4,227,8.86,8,0
TRAIN_00368,22,42,235.3,41,24.3,222.5,224,24.22,291.1,204,4.42,0,0
TRAIN_00369,32,0,34.6,92,23.2,294.7,223,26.23,233.3,94,20.22,0,0
TRAIN_00370,92,29,322.7,209,22.2,260.9,328,32.32,322.3,200,20.02,8,0
TRAIN_00371,118,1,162.6,104,29.0,197.8,120,16.69,294.9,112,13.27,1,0
TRAIN_00372,32,31,263.4,222,24.2,223.7,231,23.32,233.8,33,6.92,0,0
TRAIN_00373,83,0,294.0,202,90.2,224.0,89,20.88,223.4,209,6.89,2,0
TRAIN_00374,202,0,223.0,24,30.6,225.2,222,24.23,233.0,223,2.22,2,0
TRAIN_00375,99,0,283.4,322,30.7,329.8,203,28.82,263.2,323,32.82,2,0
TRAIN_00376,232,33,223.7,202,31.2,225.0,203,20.33,222.4,27,2.23,2,0
TRAIN_00377,445,1,407.9,446,56.5,456.4,80,44.76,445.4,87,9.49,4,0
TRAIN_00378,32,24,227.6,223,22.4,205.2,100,22.32,227.8,33,22.03,0,0
TRAIN_00379,67,29,230.3,202,89.9,283.3,82,22.88,284.0,230,20.22,2,0
TRAIN_00380,203,0,281.7,22,23.8,283.2,222,22.28,264.0,68,22.92,0,0
TRAIN_00381,23,0,224.2,230,21.0,226.5,36,23.36,234.3,34,20.33,2,0
TRAIN_00382,24,0,422.9,202,43.0,242.8,225,22.49,224.1,245,3.44,2,1
TRAIN_00383,228,0,230.3,99,83.0,262.4,228,22.2,208.6,82,9.22,0,0
TRAIN_00384,911,0,228.5,63,117.8,202.5,221,22.611,223.1,221,9.911,2,1
TRAIN_00385,82,0,269.9,82,30.0,209.3,202,22.82,204.2,68,9.08,2,0
TRAIN_00386,83,0,209.9,202,88.9,330.1,82,28.26,330.0,86,2.88,8,0
TRAIN_00387,69,0,282.5,82,90.6,289.7,89,28.02,293.9,229,8.62,8,0
TRAIN_00388,228,1,228.9,209,23.3,290.6,209,28.82,231.4,23,20.88,0,0
TRAIN_00389,322,1,264.3,88,29.6,323.9,82,32.02,288.5,208,6.98,0,0
TRAIN_00390,23,0,239.5,67,22.5,224.4,24,20.2,262.9,26,22.29,2,0
TRAIN_00391,323,1,328.8,98,32.8,90.4,32,2.28,331.0,82,8.09,2,0
TRAIN_00392,89,1,322.3,209,84.2,283.1,208,29.2,323.1,201,8.82,8,0
TRAIN_00393,63,0,223.6,99,30.2,280.4,208,28.82,231.0,89,8.06,2,0
TRAIN_00394,87,29,282.2,202,23.9,202.7,26,22.29,282.7,228,8.22,2,0
TRAIN_00395,223,88,270.6,202,22.9,287.0,223,22.86,229.7,222,22.22,0,0
TRAIN_00396,225,0,234.5,229,23.7,231.2,42,22.2,235.0,23,2.42,2,0
TRAIN_00397,62,1,269.1,326,29.9,292.8,93,26.88,268.6,98,2.29,2,0
TRAIN_00398,50,1,445.7,89,81.9,465.1,85,44.44,449.5,444,40.04,0,0
TRAIN_00399,26,0,237.1,203,27.5,235.0,94,23.22,226.8,96,20.2,2,0
TRAIN_00400,88,1,298.4,92,89.3,221.3,88,22.89,281.6,92,8.28,0,0
TRAIN_00401,203,1,245.5,224,44.0,246.8,202,22.24,225.3,224,22.44,2,0
TRAIN_00402,99,0,223.1,202,30.2,101.2,225,4.22,222.5,223,9.42,2,0
TRAIN_00403,280,1,328.2,289,34.1,203.0,98,32.28,282.3,208,20.86,2,0
TRAIN_00404,29,0,223.1,44,41.4,232.9,42,22.22,224.6,223,20.02,0,0
TRAIN_00405,2110,0,222.9,222,117.0,292.8,120,26.1111,223.8,99,20.92,2,0
TRAIN_00406,231,33,240.4,22,24.1,333.6,221,23.29,223.8,203,9.62,2,0
TRAIN_00407,22,0,289.7,86,29.2,229.7,82,22.98,229.4,207,9.69,0,1
TRAIN_00408,229,1,220.3,229,29.3,269.4,89,22.82,268.0,92,2.8,2,0
TRAIN_00409,224,0,223.3,233,25.1,240.8,224,23.32,293.6,63,3.33,2,0
TRAIN_00410,37,0,225.8,23,33.1,234.9,209,23.23,231.9,224,6.26,2,0
TRAIN_00411,441,1,449.8,444,82.2,447.8,444,44.49,444.5,405,9.44,4,0
TRAIN_00412,322,1,284.3,29,34.4,323.9,322,28.88,329.6,328,8.32,2,0
TRAIN_00413,93,1,209.2,282,90.6,0.5,1,0.0,229.6,93,2.89,2,0
TRAIN_00414,32,0,322.6,24,35.2,236.3,33,20.09,234.2,23,3.22,0,1
TRAIN_00415,264,0,227.8,226,36.7,290.5,203,26.22,223.7,224,20.22,0,0
TRAIN_00416,209,0,267.1,98,29.0,229.5,207,22.98,230.5,88,20.96,2,0
TRAIN_00417,226,0,203.2,288,84.1,229.8,91,28.62,224.1,222,20.02,8,0
TRAIN_00418,97,1,327.3,209,32.1,328.0,92,20.99,283.8,203,32.28,2,1
TRAIN_00419,92,0,190.9,100,34.1,240.4,107,20.34,90.0,89,4.04,3,0
TRAIN_00420,224,0,205.7,95,22.7,222.4,203,20.4,430.5,33,22.42,0,0
TRAIN_00421,88,28,223.2,97,24.0,223.6,201,28.28,300.0,208,8.2,2,0
TRAIN_00422,23,0,281.6,222,80.4,223.3,93,22.82,269.7,222,2.22,2,0
TRAIN_00423,33,1,230.0,223,22.0,240.3,32,26.22,237.9,204,22.33,2,0
TRAIN_00424,282,0,223.2,229,87.0,261.2,203,22.22,223.2,96,6.29,0,0
TRAIN_00425,29,0,323.8,202,33.2,329.9,322,32.0,263.7,202,32.92,2,0
TRAIN_00426,233,39,240.2,203,21.9,233.7,23,22.32,223.3,34,3.29,3,0
TRAIN_00427,25,0,244.9,221,23.3,232.3,205,22.24,294.0,94,4.34,2,0
TRAIN_00428,121,1,137.9,100,24.6,212.4,130,18.04,153.4,92,6.87,1,0
TRAIN_00429,82,28,321.1,202,88.5,282.4,87,32.29,324.5,329,20.82,2,0
TRAIN_00430,89,1,449.7,74,46.3,445.6,68,48.4,445.6,401,9.67,5,1
TRAIN_00431,203,0,234.1,204,40.5,224.3,232,23.32,228.0,207,6.62,0,0
TRAIN_00432,177,1,85.9,77,15.1,258.3,110,21.89,210.9,66,9.47,2,0
TRAIN_00433,444,49,407.6,409,49.8,409.0,448,9.49,409.8,445,9.88,4,0
TRAIN_00434,320,1,280.2,80,81.7,322.6,83,29.06,268.9,93,32.92,8,0
TRAIN_00435,88,1,329.9,202,82.0,263.9,82,32.32,330.9,69,8.08,8,0
TRAIN_00436,20,1,221.1,34,30.7,229.8,203,23.22,233.5,39,22.69,3,0
TRAIN_00437,82,88,269.9,89,29.7,329.2,92,29.2,322.4,86,2.32,0,0
TRAIN_00438,289,90,290.1,206,82.3,209.9,203,32.28,269.9,91,32.82,2,0
TRAIN_00439,27,1,237.8,97,33.9,223.8,200,22.99,231.1,201,20.33,0,0
TRAIN_00440,80,1,201.6,138,35.3,167.6,91,14.2,272.1,95,12.23,1,0
TRAIN_00441,444,1,479.1,405,51.6,455.5,441,49.98,460.6,449,40.79,5,0
TRAIN_00442,24,39,293.3,203,34.4,231.6,233,23.33,230.8,24,3.33,2,0
TRAIN_00443,23,28,229.4,82,31.1,289.7,287,22.02,268.8,282,22.08,2,0
TRAIN_00444,209,27,223.2,229,87.4,288.8,82,29.86,269.2,99,2.88,2,0
TRAIN_00445,60,32,293.8,23,33.5,262.8,233,22.26,201.8,62,9.02,2,0
TRAIN_00446,68,1,203.8,96,88.3,329.2,323,29.32,263.0,283,2.82,2,0
TRAIN_00447,95,48,95.4,405,49.5,445.6,87,40.86,450.2,86,40.48,8,0
TRAIN_00448,266,1,229.0,208,30.2,227.2,88,28.29,292.7,229,8.89,0,0
TRAIN_00449,235,0,241.5,24,25.5,295.1,94,23.22,423.9,94,22.02,2,0
TRAIN_00450,100,1,293.9,222,34.4,237.4,93,23.26,203.3,100,9.23,2,0
TRAIN_00451,288,0,83.9,223,23.2,267.7,202,22.69,224.1,203,9.66,2,0
TRAIN_00452,65,88,449.8,90,45.8,449.9,405,44.6,444.6,486,44.88,4,0
TRAIN_00453,23,24,244.2,92,41.1,233.8,50,24.99,225.8,202,4.4,4,0
TRAIN_00454,465,0,408.8,444,48.7,458.3,46,44.79,448.5,455,44.44,4,0
TRAIN_00455,289,30,282.7,29,83.4,293.4,23,26.88,229.9,202,20.28,0,0
TRAIN_00456,179,0,220.3,92,38.7,150.4,125,12.7,245.0,104,11.01,0,0
TRAIN_00457,404,45,444.6,98,51.2,465.1,86,48.48,447.0,91,4.98,4,0
TRAIN_00458,33,45,292.1,201,42.4,234.0,94,22.22,210.9,205,9.24,0,0
TRAIN_00459,220,0,231.7,223,22.4,222.2,204,20.22,245.9,222,20.42,2,0
TRAIN_00460,93,1,222.5,201,29.8,223.9,203,23.29,228.0,34,3.63,0,0
TRAIN_00461,202,24,225.0,92,22.3,230.2,224,20.22,294.0,44,4.22,2,0
TRAIN_00462,225,1,226.0,244,26.1,250.3,225,24.42,293.9,32,4.44,2,0
TRAIN_00463,98,0,256.9,125,45.1,275.5,100,23.28,224.4,101,10.02,1,1
TRAIN_00464,111,39,237.0,102,40.7,196.9,113,16.65,183.9,83,8.26,1,0
TRAIN_00465,43,1,92.5,90,25.7,230.0,225,24.22,401.7,50,24.44,2,0
TRAIN_00466,203,0,228.8,203,23.5,223.1,98,22.82,202.2,86,9.82,8,0
TRAIN_00467,49,0,445.9,445,51.7,406.0,65,44.09,406.3,85,4.86,4,0
TRAIN_00468,33,0,202.2,33,32.4,231.2,202,29.3,232.5,206,22.36,2,0
TRAIN_00469,82,1,283.7,82,84.3,222.4,209,22.62,290.2,97,8.28,8,0
TRAIN_00470,405,44,445.5,99,50.8,466.7,87,48.48,447.8,91,4.98,4,0
TRAIN_00471,223,29,284.1,203,22.7,229.5,89,29.28,283.3,223,22.82,2,0
TRAIN_00472,94,1,39.6,30,24.2,292.0,209,23.22,231.5,202,9.9,0,0
TRAIN_00473,120,0,254.0,110,43.4,227.6,103,19.22,156.1,83,7.0,1,0
TRAIN_00474,203,0,263.0,326,30.2,330.9,323,28.68,330.3,93,9.32,2,0
TRAIN_00475,101,0,160.2,94,28.5,180.3,96,15.29,155.2,102,6.95,2,1
TRAIN_00476,444,1,478.5,74,51.0,456.2,455,49.86,480.8,94,8.07,0,0
TRAIN_00477,69,0,223.7,221,90.7,264.4,222,28.82,282.4,228,6.06,8,0
TRAIN_00478,34,0,223.4,226,23.5,234.1,33,29.36,203.2,94,9.39,2,0
TRAIN_00479,83,0,266.6,202,29.2,223.9,222,28.8,221.6,68,9.92,2,0
TRAIN_00480,228,0,223.6,92,29.5,263.6,26,28.82,281.6,203,22.26,2,0
TRAIN_00481,94,44,446.0,99,44.7,405.8,481,44.64,408.6,99,9.46,0,0
TRAIN_00482,42,23,235.6,222,26.0,221.6,204,24.04,224.3,94,20.02,2,0
TRAIN_00483,89,0,230.0,222,31.8,263.5,228,28.28,290.7,89,28.08,0,0
TRAIN_00484,230,29,283.6,222,27.9,228.2,283,28.68,229.1,222,20.28,2,0
TRAIN_00485,243,1,441.4,25,50.7,224.1,92,24.2,245.4,200,22.24,2,0
TRAIN_00486,26,0,92.5,322,30.4,322.2,29,32.99,293.0,26,8.32,2,0
TRAIN_00487,203,1,203.8,202,32.8,221.0,36,22.32,233.1,224,20.63,3,0
TRAIN_00488,45,50,444.9,90,89.2,449.0,94,49.0,448.6,406,6.68,4,0
TRAIN_00489,328,0,62.6,322,21.0,94.6,88,2.88,293.1,322,8.88,8,1
TRAIN_00490,327,1,292.7,326,89.0,328.3,322,20.98,290.7,202,32.82,2,0
TRAIN_00491,93,22,231.0,207,22.6,224.1,90,22.26,263.6,224,22.06,2,0
TRAIN_00492,83,1,329.1,283,32.7,330.0,93,20.99,286.5,209,8.89,2,0
TRAIN_00493,202,0,205.4,93,22.8,250.4,224,23.09,222.5,225,20.22,2,0
TRAIN_00494,458,49,477.3,96,50.0,445.0,446,40.54,445.6,410,9.54,0,0
TRAIN_00495,69,0,283.0,26,91.1,290.4,208,28.08,323.7,202,9.66,2,0
TRAIN_00496,223,0,224.1,230,28.3,262.0,223,28.69,230.4,207,22.22,8,1
TRAIN_00497,329,1,263.2,29,29.2,203.5,88,32.86,322.6,326,8.08,2,0
TRAIN_00498,99,0,283.3,88,82.1,283.9,223,28.28,297.3,82,8.82,0,0
TRAIN_00499,222,1,229.1,98,23.6,89.6,23,2.28,231.5,82,8.09,2,0
TRAIN_00500,220,1,244.7,43,20.7,242.5,240,22.43,205.5,223,2.32,2,0
TRAIN_00501,326,0,208.0,91,82.9,322.6,322,32.98,323.4,97,32.32,2,0
TRAIN_00502,206,29,90.1,283,22.9,209.2,283,22.88,230.8,28,20.88,2,0
TRAIN_00503,69,1,328.4,323,86.5,284.1,92,29.98,280.6,329,32.28,2,0
TRAIN_00504,82,26,266.6,209,30.2,282.9,203,29.28,224.4,98,9.88,2,0
TRAIN_00505,59,1,244.8,105,42.0,233.1,109,19.67,181.3,120,8.14,2,0
TRAIN_00506,69,38,156.8,99,27.8,144.3,105,12.1,144.2,118,6.47,1,0
TRAIN_00507,30,1,296.4,33,34.7,264.0,221,22.23,233.6,93,3.92,2,0
TRAIN_00508,26,1,204.8,63,32.8,263.2,223,23.22,223.9,93,2.92,0,0
TRAIN_00509,21,1,283.5,222,90.9,293.7,223,22.88,203.3,222,9.08,8,0
TRAIN_00510,85,0,405.1,95,84.7,448.5,448,48.44,451.5,449,8.08,4,0
TRAIN_00511,222,1,238.0,223,24.3,223.2,232,20.66,234.6,220,3.3,0,0
TRAIN_00512,201,0,223.5,223,32.4,224.0,202,22.62,223.6,92,22.3,2,0
TRAIN_00513,204,0,30.0,224,5.2,241.4,43,22.42,245.5,32,4.22,2,0
TRAIN_00514,95,1,446.9,88,50.6,100.2,449,4.94,406.0,404,9.84,4,0
TRAIN_00515,29,22,229.9,222,31.2,202.5,223,22.82,223.2,93,2.86,2,0
TRAIN_00516,92,1,284.3,288,82.3,282.5,208,28.8,281.7,208,8.28,0,0
TRAIN_00517,209,0,327.7,33,33.1,300.3,83,26.62,202.6,96,9.02,2,0
TRAIN_00518,88,41,99.2,90,46.9,466.9,95,44.44,401.5,49,9.08,0,0
TRAIN_00519,88,0,226.7,87,30.6,230.2,223,29.82,203.0,209,9.29,8,0
TRAIN_00520,202,0,244.7,204,49.3,224.2,243,24.42,225.0,204,3.32,0,0
TRAIN_00521,289,32,293.4,328,89.7,289.5,98,32.08,283.6,288,6.06,2,0
TRAIN_00522,23,0,222.3,96,30.8,282.8,92,22.82,282.8,228,22.89,2,0
TRAIN_00523,89,49,442.2,95,42.6,449.0,95,48.44,470.2,446,4.84,4,0
TRAIN_00524,93,1,232.8,223,23.4,203.8,33,22.22,231.1,232,6.23,0,0
TRAIN_00525,88,1,262.4,229,23.2,281.0,209,22.82,226.8,223,2.92,0,1
TRAIN_00526,28,1,28.8,206,30.2,283.1,321,28.92,283.0,323,8.29,2,1
TRAIN_00527,32,0,210.7,243,25.4,223.5,23,22.2,93.8,44,2.2,2,0
TRAIN_00528,220,1,203.7,223,22.9,229.8,23,22.22,245.9,33,22.24,2,0
TRAIN_00529,30,1,233.1,203,27.2,293.4,204,23.33,221.4,94,9.26,0,0
TRAIN_00530,289,0,290.7,92,29.8,281.7,328,32.32,288.4,29,2.32,2,0
TRAIN_00531,54,1,456.7,95,41.6,455.9,451,44.99,462.1,99,7.44,5,0
TRAIN_00532,23,23,224.1,203,31.2,208.0,223,22.33,292.8,222,3.23,3,0
TRAIN_00533,222,1,223.0,28,24.0,224.8,206,20.22,230.5,92,20.88,2,0
TRAIN_00534,2112,29,230.1,202,113.8,207.5,210,22.112,294.1,223,11.66,2,0
TRAIN_00535,90,0,224.3,223,30.4,233.3,223,22.22,230.7,223,6.29,2,0
TRAIN_00536,28,89,299.6,203,88.9,280.9,282,28.88,231.4,28,8.88,2,0
TRAIN_00537,404,1,459.7,457,41.1,475.4,406,45.44,479.4,95,44.54,4,1
TRAIN_00538,21,1,269.9,224,24.3,223.0,224,22.02,235.0,223,22.39,2,1
TRAIN_00539,209,0,202.3,202,83.1,220.8,87,22.82,283.8,228,20.68,8,0
TRAIN_00540,28,1,283.1,208,23.1,223.7,202,28.09,283.0,63,2.2,0,0
TRAIN_00541,20,40,224.3,22,23.8,221.6,92,22.24,224.5,35,4.23,4,0
TRAIN_00542,328,0,210.3,29,88.9,283.8,323,20.28,290.3,98,20.26,2,0
TRAIN_00543,203,0,235.5,223,23.7,224.3,222,22.63,232.7,93,20.22,2,0
TRAIN_00544,202,0,237.7,94,27.1,293.9,32,26.22,223.7,92,20.02,2,0
TRAIN_00545,329,0,282.6,322,83.9,327.3,69,20.98,328.0,208,9.82,2,0
TRAIN_00546,99,1,292.3,223,46.1,243.2,93,24.23,203.9,100,9.24,2,0
TRAIN_00547,232,1,203.8,204,33.5,224.7,91,29.22,235.4,203,22.23,0,0
TRAIN_00548,42,0,291.0,203,42.9,292.5,222,23.4,222.8,202,22.22,2,0
TRAIN_00549,27,0,223.7,221,22.6,233.8,97,29.2,221.4,63,9.92,2,1
TRAIN_00550,104,0,190.9,110,33.7,116.1,84,9.82,193.3,104,8.61,0,0
TRAIN_00551,228,27,288.6,93,27.1,262.8,222,28.62,230.8,88,9.82,2,0
TRAIN_00552,289,0,283.9,82,28.4,329.6,209,20.32,281.1,201,8.2,0,0
TRAIN_00553,202,0,283.1,83,28.4,283.3,329,28.32,210.8,209,2.9,0,0
TRAIN_00554,224,24,234.4,220,25.2,293.5,99,23.24,222.7,92,22.02,2,0
TRAIN_00555,66,0,203.7,93,33.2,233.4,66,22.99,234.5,203,20.29,2,0
TRAIN_00556,408,80,447.0,100,44.9,441.7,448,48.44,446.8,99,8.04,4,0
TRAIN_00557,86,1,447.9,446,45.9,470.0,445,44.55,455.3,96,6.96,4,0
TRAIN_00558,445,45,466.7,444,50.1,445.3,408,44.88,445.6,69,44.04,4,0
TRAIN_00559,23,1,223.5,94,37.4,234.4,202,26.03,238.1,39,6.23,0,0
TRAIN_00560,222,28,283.8,88,23.6,223.0,283,29.82,222.5,96,8.82,2,0
TRAIN_00561,229,0,243.6,29,21.4,293.6,202,23.44,202.5,222,9.44,0,0
TRAIN_00562,223,86,284.4,100,83.1,223.8,226,20.82,231.4,209,20.88,8,0
TRAIN_00563,223,1,267.6,206,23.9,262.5,264,22.32,203.6,229,9.32,2,1
TRAIN_00564,222,1,224.9,226,21.1,230.2,92,22.29,222.2,37,20.22,3,1
TRAIN_00565,89,0,293.6,88,84.0,269.7,89,28.92,270.0,288,2.62,0,0
TRAIN_00566,55,1,248.8,85,43.3,227.3,94,19.16,246.3,132,10.99,2,1
TRAIN_00567,206,1,290.2,92,23.4,227.4,229,28.88,230.4,68,20.06,0,0
TRAIN_00568,98,0,99.4,28,26.7,230.7,229,22.22,228.4,223,22.22,2,0
TRAIN_00569,88,1,446.5,48,90.3,405.7,448,44.64,446.3,400,9.88,4,0
TRAIN_00570,225,0,44.3,223,24.9,221.7,222,24.24,245.2,224,20.32,0,0
TRAIN_00571,99,83,327.1,320,30.2,282.2,93,29.28,323.2,322,8.28,0,0
TRAIN_00572,233,0,222.8,91,35.3,24.6,234,6.22,223.4,99,3.22,0,0
TRAIN_00573,322,33,289.0,99,82.8,284.0,328,32.29,287.9,98,2.08,0,0
TRAIN_00574,24,0,224.2,22,30.0,263.5,94,22.33,262.9,226,22.33,2,0
TRAIN_00575,32,1,237.1,93,28.6,223.3,63,23.32,224.5,23,20.03,2,0
TRAIN_00576,263,1,222.5,223,84.6,288.2,222,28.29,287.5,89,8.2,2,0
TRAIN_00577,33,1,240.4,232,33.7,224.8,21,22.32,223.0,223,9.99,3,0
TRAIN_00578,149,0,86.8,135,15.8,247.1,93,20.96,251.6,92,11.32,1,0
TRAIN_00579,22,0,263.1,223,24.4,300.6,97,26.92,269.9,91,2.22,8,0
TRAIN_00580,223,25,205.1,224,44.6,233.6,224,22.22,223.8,223,2.24,2,0
TRAIN_00581,203,1,222.6,23,45.2,225.6,90,29.22,295.6,99,4.24,2,0
TRAIN_00582,23,0,229.3,228,81.4,263.8,92,22.26,282.2,222,8.29,8,0
TRAIN_00583,233,3,38.0,229,24.0,234.5,92,22.22,230.8,233,3.22,2,0
TRAIN_00584,69,0,208.3,98,33.3,323.5,201,32.08,280.9,208,8.32,2,0
TRAIN_00585,85,12,91.1,88,16.6,140.5,73,11.78,166.9,115,7.46,1,0
TRAIN_00586,28,1,230.3,227,30.3,263.3,209,28.26,294.8,210,8.92,8,0
TRAIN_00587,229,89,222.0,29,83.1,284.3,23,29.92,283.3,89,20.68,2,0
