ID,Exercise_Duration,Body_Temperature(F),BPM,Height(Feet),Height(Remainder_Inches),Weight(lb),Weight_Status,Gender,Age,Calories_Burned
TRAIN_0293,15.0,104.2,90.0,6.0,0.0,185.2,Normal Weight,M,72,85.0
TRAIN_0294,9.0,103.8,94.0,6.0,1.0,183.0,Normal Weight,M,21,34.0
TRAIN_0295,2.0,100.6,78.0,6.0,3.0,191.8,Normal Weight,M,33,4.0
TRAIN_0296,17.0,104.4,96.0,6.0,4.0,220.5,Overweight,M,73,119.0
TRAIN_0297,9.0,102.9,88.0,4.0,12.0,119.0,Normal Weight,F,66,45.0
TRAIN_0298,29.0,105.3,114.0,6.0,5.0,218.3,Overweight,M,35,228.0
TRAIN_0299,22.0,104.2,102.0,6.0,1.0,189.6,Normal Weight,F,62,131.0
TRAIN_0300,3.0,101.1,88.0,5.0,1.0,123.5,Normal Weight,F,30,13.0
TRAIN_0301,24.0,104.4,108.0,6.0,6.0,224.9,Overweight,M,41,175.0
TRAIN_0302,19.0,104.7,101.0,4.0,9.0,110.2,Normal Weight,F,20,106.0
TRAIN_0303,19.0,104.9,109.0,5.0,9.0,165.3,Normal Weight,M,21,112.0
TRAIN_0304,3.0,101.1,90.0,6.0,5.0,191.8,Normal Weight,M,29,11.0
TRAIN_0305,11.0,103.1,100.0,5.0,7.0,163.1,Overweight,M,24,51.0
TRAIN_0306,24.0,106.0,107.0,6.0,1.0,205.0,Overweight,M,73,204.0
TRAIN_0307,23.0,105.3,103.0,5.0,9.0,147.7,Normal Weight,F,36,135.0
TRAIN_0308,24.0,105.8,96.0,6.0,4.0,196.2,Normal Weight,M,21,102.0
TRAIN_0309,14.0,103.8,91.0,5.0,4.0,136.7,Normal Weight,F,21,61.0
TRAIN_0310,29.0,105.4,108.0,5.0,5.0,152.1,Overweight,F,64,199.0
TRAIN_0311,16.0,104.5,101.0,5.0,5.0,149.9,Normal Weight,F,44,92.0
TRAIN_0312,6.0,103.1,94.0,6.0,7.0,233.7,Overweight,M,28,28.0
TRAIN_0313,7.0,101.8,83.0,5.0,8.0,156.5,Normal Weight,F,56,28.0
TRAIN_0314,27.0,106.0,99.0,5.0,4.0,127.9,Normal Weight,F,28,146.0
TRAIN_0315,4.0,101.8,83.0,5.0,7.0,136.7,Normal Weight,F,20,14.0
TRAIN_0316,21.0,104.9,97.0,5.0,2.0,136.7,Normal Weight,F,23,106.0
TRAIN_0317,23.0,104.5,103.0,5.0,6.0,138.9,Normal Weight,F,21,130.0
TRAIN_0318,19.0,104.9,99.0,5.0,4.0,145.5,Normal Weight,F,22,99.0
TRAIN_0319,5.0,101.7,89.0,6.0,3.0,191.8,Normal Weight,M,46,22.0
TRAIN_0320,4.0,101.3,86.0,4.0,12.0,123.5,Normal Weight,F,51,18.0
TRAIN_0321,24.0,105.4,97.0,5.0,10.0,169.8,Normal Weight,M,31,111.0
TRAIN_0322,27.0,106.0,116.0,5.0,7.0,152.1,Normal Weight,F,27,190.0
TRAIN_0323,24.0,104.9,106.0,6.0,4.0,209.4,Overweight,M,28,149.0
TRAIN_0324,7.0,102.9,93.0,5.0,5.0,156.5,Overweight,M,62,38.0
TRAIN_0325,15.0,103.8,105.0,6.0,0.0,196.2,Overweight,M,31,91.0
TRAIN_0326,15.0,104.5,94.0,5.0,10.0,174.2,Normal Weight,F,40,72.0
TRAIN_0327,16.0,104.5,95.0,5.0,8.0,136.7,Normal Weight,F,44,83.0
TRAIN_0328,22.0,105.6,98.0,5.0,10.0,172.0,Normal Weight,M,34,109.0
TRAIN_0329,2.0,100.2,69.0,6.0,4.0,205.0,Normal Weight,M,25,1.0
TRAIN_0330,21.0,104.9,98.0,6.0,2.0,207.2,Overweight,M,55,132.0
TRAIN_0331,22.0,105.1,103.0,5.0,7.0,163.1,Overweight,M,59,150.0
TRAIN_0332,5.0,102.0,79.0,5.0,5.0,138.9,Normal Weight,F,27,16.0
TRAIN_0333,4.0,101.7,79.0,4.0,9.0,103.6,Normal Weight,F,61,16.0
TRAIN_0334,15.0,104.7,85.0,5.0,10.0,180.8,Overweight,M,42,52.0
TRAIN_0335,13.0,104.0,95.0,6.0,0.0,178.6,Normal Weight,F,45,65.0
TRAIN_0336,24.0,105.1,93.0,5.0,11.0,194.0,Overweight,M,34,105.0
TRAIN_0337,11.0,102.7,94.0,5.0,7.0,143.3,Normal Weight,F,48,56.0
TRAIN_0338,23.0,105.1,96.0,5.0,7.0,143.3,Normal Weight,F,26,114.0
TRAIN_0339,25.0,104.7,105.0,5.0,10.0,176.4,Obese,M,64,187.0
TRAIN_0340,9.0,103.5,98.0,6.0,4.0,205.0,Obese,M,22,42.0
TRAIN_0341,3.0,101.3,82.0,6.0,2.0,187.4,Normal Weight,F,69,12.0
TRAIN_0342,18.0,104.0,100.0,5.0,11.0,183.0,Overweight,M,65,123.0
TRAIN_0343,13.0,104.4,89.0,5.0,5.0,125.7,Normal Weight,F,36,58.0
TRAIN_0344,10.0,103.1,83.0,6.0,1.0,196.2,Overweight,M,55,39.0
TRAIN_0345,21.0,104.5,104.0,5.0,3.0,141.1,Overweight,F,38,127.0
TRAIN_0346,25.0,105.6,99.0,5.0,4.0,143.3,Normal Weight,F,64,149.0
TRAIN_0347,14.0,104.7,94.0,5.0,2.0,125.7,Normal Weight,F,23,67.0
TRAIN_0348,21.0,104.9,100.0,5.0,1.0,114.6,Normal Weight,F,36,120.0
TRAIN_0349,27.0,105.4,118.0,5.0,5.0,145.5,Normal Weight,M,31,204.0
TRAIN_0350,18.0,104.5,102.0,5.0,6.0,163.1,Overweight,M,71,130.0
TRAIN_0351,14.0,104.9,96.0,5.0,6.0,138.9,Normal Weight,F,23,69.0
TRAIN_0352,9.0,103.5,93.0,5.0,9.0,178.6,Overweight,M,42,42.0
TRAIN_0353,21.0,104.7,103.0,5.0,2.0,132.3,Normal Weight,F,51,130.0
TRAIN_0354,13.0,104.2,96.0,5.0,4.0,134.5,Normal Weight,F,34,67.0
TRAIN_0355,16.0,103.8,99.0,5.0,6.0,138.9,Normal Weight,F,36,88.0
TRAIN_0356,12.0,103.5,96.0,5.0,6.0,156.5,Overweight,F,78,69.0
TRAIN_0357,12.0,103.5,94.0,5.0,1.0,114.6,Normal Weight,F,22,58.0
TRAIN_0358,10.0,104.2,94.0,6.0,2.0,194.0,Normal Weight,M,26,42.0
TRAIN_0359,26.0,105.1,105.0,5.0,5.0,143.3,Normal Weight,F,63,171.0
TRAIN_0360,22.0,105.1,100.0,5.0,9.0,172.0,Overweight,M,70,153.0
TRAIN_0361,30.0,106.3,112.0,5.0,7.0,143.3,Normal Weight,F,24,199.0
TRAIN_0362,8.0,102.7,93.0,5.0,7.0,172.0,Overweight,M,61,44.0
TRAIN_0363,18.0,104.7,89.0,5.0,9.0,172.0,Overweight,M,20,52.0
TRAIN_0364,11.0,103.6,96.0,5.0,1.0,125.7,Normal Weight,F,47,60.0
TRAIN_0365,28.0,105.6,108.0,6.0,2.0,191.8,Normal Weight,M,29,179.0
TRAIN_0366,4.0,102.4,87.0,5.0,3.0,136.7,Normal Weight,F,55,18.0
TRAIN_0367,9.0,103.6,85.0,5.0,0.0,112.4,Normal Weight,F,22,35.0
TRAIN_0368,14.0,104.2,94.0,6.0,3.0,205.0,Overweight,M,31,63.0
TRAIN_0369,20.0,104.7,102.0,5.0,12.0,189.6,Overweight,M,23,104.0
TRAIN_0370,10.0,103.5,95.0,5.0,6.0,145.5,Normal Weight,F,56,54.0
TRAIN_0371,28.0,105.6,111.0,5.0,8.0,156.5,Normal Weight,M,21,171.0
TRAIN_0372,4.0,102.2,85.0,5.0,3.0,130.1,Normal Weight,F,43,17.0
TRAIN_0373,8.0,102.9,83.0,5.0,8.0,145.5,Normal Weight,F,63,34.0
TRAIN_0374,15.0,104.5,90.0,4.0,10.0,103.6,Normal Weight,F,35,71.0
TRAIN_0375,7.0,102.6,83.0,6.0,4.0,183.0,Normal Weight,M,23,16.0
TRAIN_0376,28.0,105.4,105.0,6.0,3.0,209.4,Overweight,M,25,166.0
TRAIN_0377,10.0,103.6,99.0,5.0,5.0,132.3,Normal Weight,M,22,41.0
TRAIN_0378,2.0,100.4,90.0,5.0,11.0,183.0,Overweight,M,46,9.0
TRAIN_0379,9.0,104.0,88.0,5.0,11.0,178.6,Normal Weight,M,40,34.0
TRAIN_0380,25.0,105.4,98.0,4.0,11.0,101.4,Normal Weight,F,20,133.0
TRAIN_0381,23.0,105.6,102.0,5.0,7.0,158.7,Normal Weight,F,40,132.0
TRAIN_0382,19.0,105.1,102.0,5.0,5.0,147.7,Obese,F,40,110.0
TRAIN_0383,1.0,99.9,89.0,5.0,9.0,160.9,Normal Weight,F,30,4.0
TRAIN_0384,28.0,105.6,111.0,5.0,9.0,152.1,Normal Weight,F,66,202.0
TRAIN_0385,14.0,104.9,101.0,5.0,5.0,152.1,Overweight,M,23,65.0
TRAIN_0386,8.0,103.1,86.0,6.0,8.0,227.1,Obese,M,76,46.0
TRAIN_0387,15.0,104.5,94.0,5.0,3.0,127.9,Normal Weight,F,22,71.0
TRAIN_0388,15.0,103.8,95.0,5.0,10.0,160.9,Normal Weight,F,25,71.0
TRAIN_0389,12.0,103.6,89.0,5.0,5.0,141.1,Normal Weight,F,38,53.0
TRAIN_0390,8.0,103.1,90.0,5.0,3.0,123.5,Normal Weight,F,37,37.0
TRAIN_0391,4.0,101.5,85.0,5.0,8.0,174.2,Overweight,M,31,11.0
TRAIN_0392,16.0,104.5,104.0,6.0,3.0,198.4,Normal Weight,M,57,115.0
TRAIN_0393,17.0,104.4,98.0,5.0,9.0,163.1,Normal Weight,F,42,91.0
TRAIN_0394,16.0,104.9,91.0,5.0,10.0,169.8,Normal Weight,M,44,69.0
TRAIN_0395,27.0,106.0,104.0,5.0,7.0,147.7,Normal Weight,F,39,162.0
TRAIN_0396,27.0,105.4,105.0,5.0,9.0,165.3,Normal Weight,F,44,165.0
TRAIN_0397,1.0,99.9,78.0,6.0,4.0,218.3,Overweight,M,25,2.0
TRAIN_0398,10.0,103.6,99.0,5.0,8.0,158.7,Normal Weight,M,35,50.0
TRAIN_0399,5.0,102.9,93.0,4.0,12.0,110.2,Normal Weight,F,49,26.0
TRAIN_0400,25.0,105.1,103.0,4.0,12.0,121.3,Normal Weight,F,41,153.0
TRAIN_0401,7.0,102.7,87.0,5.0,10.0,169.8,Normal Weight,M,28,21.0
TRAIN_0402,18.0,104.5,100.0,5.0,10.0,158.7,Normal Weight,F,45,101.0
TRAIN_0403,18.0,104.2,94.0,5.0,7.0,138.9,Normal Weight,F,25,85.0
TRAIN_0404,20.0,105.1,99.0,5.0,0.0,103.6,Normal Weight,F,24,110.0
TRAIN_0405,16.0,104.7,87.0,5.0,5.0,143.3,Normal Weight,M,30,45.0
TRAIN_0406,19.0,104.9,98.0,6.0,6.0,227.1,Overweight,M,74,141.0
TRAIN_0407,6.0,102.7,88.0,4.0,11.0,112.4,Normal Weight,F,56,29.0
TRAIN_0408,19.0,104.4,100.0,6.0,2.0,207.2,Overweight,M,67,136.0
TRAIN_0409,7.0,103.1,82.0,5.0,10.0,160.9,Normal Weight,F,40,25.0
TRAIN_0410,24.0,105.3,110.0,5.0,10.0,187.4,Overweight,M,28,158.0
TRAIN_0411,20.0,104.9,94.0,6.0,5.0,207.2,Normal Weight,M,47,106.0
TRAIN_0412,2.0,100.4,85.0,5.0,7.0,141.1,Normal Weight,F,20,7.0
TRAIN_0413,3.0,101.3,83.0,6.0,0.0,187.4,Overweight,M,25,7.0
TRAIN_0414,13.0,103.6,89.0,5.0,7.0,174.2,Overweight,M,61,64.0
TRAIN_0415,11.0,104.2,89.0,5.0,6.0,136.7,Normal Weight,F,50,51.0
TRAIN_0416,7.0,102.9,87.0,5.0,9.0,156.5,Normal Weight,F,71,33.0
TRAIN_0417,29.0,106.2,99.0,5.0,1.0,127.9,Normal Weight,F,75,181.0
TRAIN_0418,3.0,101.1,76.0,5.0,2.0,121.3,Normal Weight,F,25,9.0
TRAIN_0419,5.0,102.4,85.0,4.0,11.0,121.3,Normal Weight,F,58,22.0
TRAIN_0420,20.0,104.9,101.0,5.0,7.0,169.8,Overweight,M,43,116.0
TRAIN_0421,10.0,104.4,88.0,6.0,1.0,180.8,Normal Weight,M,21,29.0
TRAIN_0422,26.0,105.6,104.0,5.0,0.0,125.7,Normal Weight,F,47,164.0
TRAIN_0423,25.0,105.3,99.0,5.0,8.0,160.9,Normal Weight,M,20,108.0
TRAIN_0424,24.0,105.4,102.0,5.0,3.0,132.3,Normal Weight,F,75,157.0
TRAIN_0425,16.0,104.4,93.0,5.0,10.0,180.8,Overweight,M,70,96.0
TRAIN_0426,5.0,102.6,90.0,5.0,1.0,121.3,Normal Weight,F,23,22.0
TRAIN_0427,20.0,104.7,100.0,5.0,7.0,167.6,Overweight,M,33,103.0
TRAIN_0428,24.0,104.7,112.0,6.0,2.0,185.2,Normal Weight,M,52,193.0
TRAIN_0429,26.0,106.2,108.0,5.0,10.0,167.6,Normal Weight,F,20,155.0
TRAIN_0430,29.0,106.0,116.0,6.0,3.0,216.1,Overweight,M,57,266.0
TRAIN_0431,27.0,105.1,107.0,5.0,8.0,167.6,Overweight,M,54,195.0
TRAIN_0432,4.0,102.2,82.0,5.0,11.0,178.6,Overweight,M,67,17.0
TRAIN_0433,12.0,104.0,96.0,5.0,9.0,163.1,Normal Weight,F,21,57.0
TRAIN_0434,24.0,105.3,99.0,5.0,9.0,160.9,Normal Weight,F,49,134.0
TRAIN_0435,21.0,105.1,98.0,6.0,6.0,220.5,Overweight,M,21,100.0
TRAIN_0436,12.0,103.6,84.0,5.0,9.0,172.0,Overweight,M,28,30.0
TRAIN_0437,29.0,105.4,104.0,5.0,5.0,138.9,Normal Weight,F,74,194.0
TRAIN_0438,7.0,102.7,86.0,6.0,8.0,249.1,Overweight,M,74,41.0
TRAIN_0439,19.0,104.5,95.0,6.0,2.0,207.2,Overweight,M,48,105.0
TRAIN_0440,12.0,103.6,89.0,6.0,7.0,224.9,Overweight,M,68,69.0
TRAIN_0441,22.0,105.3,104.0,5.0,7.0,154.3,Normal Weight,F,35,130.0
TRAIN_0442,9.0,104.0,80.0,5.0,9.0,169.8,Normal Weight,M,44,24.0
TRAIN_0443,6.0,102.7,91.0,5.0,10.0,163.1,Normal Weight,F,25,26.0
TRAIN_0444,5.0,102.4,87.0,5.0,2.0,130.1,Normal Weight,F,40,22.0
TRAIN_0445,21.0,104.2,105.0,5.0,2.0,123.5,Normal Weight,F,20,125.0
TRAIN_0446,16.0,104.4,97.0,5.0,7.0,145.5,Normal Weight,F,21,79.0
TRAIN_0447,7.0,102.9,84.0,6.0,8.0,242.5,Overweight,M,31,24.0
TRAIN_0448,25.0,105.6,103.0,5.0,4.0,127.9,Normal Weight,F,24,144.0
TRAIN_0449,22.0,104.9,102.0,6.0,2.0,187.4,Normal Weight,M,29,120.0
TRAIN_0450,3.0,101.3,89.0,5.0,2.0,130.1,Normal Weight,F,47,14.0
TRAIN_0451,29.0,105.4,109.0,5.0,6.0,152.1,Normal Weight,M,73,240.0
TRAIN_0452,6.0,103.3,86.0,6.0,1.0,211.6,Overweight,M,56,27.0
TRAIN_0453,22.0,105.3,102.0,5.0,3.0,138.9,Normal Weight,F,48,132.0
TRAIN_0454,25.0,105.6,110.0,5.0,7.0,169.8,Overweight,M,28,161.0
TRAIN_0455,11.0,104.4,89.0,6.0,2.0,194.0,Overweight,M,48,49.0
TRAIN_0456,8.0,102.6,90.0,6.0,2.0,180.8,Normal Weight,F,65,38.0
TRAIN_0457,18.0,105.4,103.0,5.0,7.0,163.1,Overweight,M,77,138.0
TRAIN_0458,7.0,102.9,93.0,5.0,4.0,132.3,Normal Weight,F,28,33.0
TRAIN_0459,18.0,104.7,97.0,6.0,4.0,216.1,Overweight,M,65,121.0
TRAIN_0460,3.0,101.8,83.0,4.0,9.0,108.0,Normal Weight,F,40,12.0
TRAIN_0461,8.0,103.6,93.0,5.0,6.0,145.5,Normal Weight,F,29,37.0
TRAIN_0462,8.0,103.6,91.0,5.0,4.0,138.9,Normal Weight,F,21,35.0
TRAIN_0463,30.0,105.4,109.0,5.0,5.0,134.5,Normal Weight,F,20,189.0
TRAIN_0464,5.0,102.2,84.0,5.0,3.0,134.5,Normal Weight,F,70,23.0
TRAIN_0465,22.0,105.1,99.0,5.0,3.0,123.5,Normal Weight,F,58,131.0
TRAIN_0466,5.0,102.6,82.0,5.0,9.0,160.9,Normal Weight,F,71,21.0
TRAIN_0467,14.0,103.8,92.0,4.0,9.0,114.6,Normal Weight,F,48,71.0
TRAIN_0468,25.0,104.9,108.0,6.0,0.0,196.2,Overweight,M,27,159.0
TRAIN_0469,2.0,101.3,82.0,5.0,3.0,145.5,Overweight,F,44,8.0
TRAIN_0470,27.0,104.9,105.0,6.0,2.0,202.8,Overweight,M,24,157.0
TRAIN_0471,23.0,105.8,98.0,5.0,4.0,145.5,Normal Weight,F,39,124.0
TRAIN_0472,12.0,104.5,95.0,6.0,2.0,189.6,Normal Weight,M,21,48.0
TRAIN_0473,27.0,105.3,114.0,5.0,11.0,198.4,Overweight,M,79,264.0
TRAIN_0474,26.0,105.3,108.0,6.0,5.0,205.0,Normal Weight,M,38,181.0
TRAIN_0475,19.0,105.1,100.0,6.0,1.0,183.0,Normal Weight,M,35,102.0
TRAIN_0476,16.0,104.9,96.0,5.0,9.0,160.9,Normal Weight,M,29,69.0
TRAIN_0477,28.0,105.4,109.0,6.0,3.0,205.0,Overweight,M,24,180.0
TRAIN_0478,8.0,103.1,83.0,5.0,6.0,154.3,Normal Weight,F,65,33.0
TRAIN_0479,18.0,104.7,102.0,5.0,7.0,158.7,Obese,F,50,107.0
TRAIN_0480,29.0,105.4,114.0,5.0,9.0,149.9,Normal Weight,F,32,201.0
TRAIN_0481,3.0,101.1,86.0,6.0,1.0,180.8,Normal Weight,M,45,11.0
TRAIN_0482,25.0,105.4,109.0,5.0,5.0,149.9,Normal Weight,F,64,174.0
TRAIN_0483,12.0,104.2,92.0,6.0,0.0,200.6,Overweight,M,66,70.0
TRAIN_0484,14.0,104.2,102.0,6.0,6.0,216.1,Overweight,M,58,100.0
TRAIN_0485,9.0,103.5,78.0,6.0,7.0,218.3,Normal Weight,M,61,33.0
TRAIN_0486,5.0,102.6,87.0,5.0,11.0,172.0,Normal Weight,F,58,22.0
TRAIN_0487,19.0,104.7,100.0,5.0,6.0,152.1,Normal Weight,M,32,94.0
TRAIN_0488,8.0,103.5,92.0,5.0,4.0,130.1,Normal Weight,F,37,38.0
TRAIN_0489,4.0,102.2,89.0,6.0,2.0,198.4,Overweight,M,30,15.0
TRAIN_0490,20.0,105.4,93.0,5.0,8.0,145.5,Normal Weight,F,22,91.0
TRAIN_0491,25.0,105.4,101.0,6.0,2.0,180.8,Normal Weight,M,27,128.0
TRAIN_0492,15.0,104.4,97.0,5.0,5.0,147.7,Normal Weight,F,37,78.0
TRAIN_0493,16.0,103.5,91.0,5.0,11.0,172.0,Normal Weight,M,24,54.0
TRAIN_0494,5.0,102.0,84.0,5.0,4.0,127.9,Normal Weight,F,45,21.0
TRAIN_0495,24.0,105.3,101.0,5.0,8.0,152.1,Normal Weight,F,63,146.0
TRAIN_0496,28.0,105.8,109.0,5.0,3.0,112.4,Normal Weight,F,26,183.0
TRAIN_0497,17.0,104.4,95.0,4.0,11.0,110.2,Normal Weight,F,26,86.0
TRAIN_0498,10.0,104.0,93.0,6.0,0.0,183.0,Normal Weight,M,78,64.0
TRAIN_0499,13.0,104.0,94.0,5.0,4.0,134.5,Normal Weight,F,72,73.0
TRAIN_0500,11.0,104.0,86.0,4.0,10.0,108.0,Normal Weight,F,21,44.0
TRAIN_0501,26.0,105.1,113.0,4.0,7.0,94.8,Normal Weight,F,58,199.0
TRAIN_0502,22.0,105.3,105.0,4.0,9.0,112.4,Normal Weight,F,66,150.0
TRAIN_0503,7.0,102.7,90.0,5.0,7.0,147.7,Normal Weight,F,37,31.0
TRAIN_0504,29.0,105.4,104.0,5.0,7.0,154.3,Normal Weight,F,32,170.0
TRAIN_0505,12.0,104.2,95.0,6.0,1.0,187.4,Normal Weight,M,58,69.0
TRAIN_0506,28.0,105.3,113.0,5.0,6.0,147.7,Normal Weight,F,62,207.0
TRAIN_0507,10.0,103.1,88.0,5.0,4.0,156.5,Overweight,M,58,44.0
TRAIN_0508,20.0,104.7,102.0,5.0,5.0,143.3,Normal Weight,F,36,115.0
TRAIN_0509,15.0,105.3,98.0,5.0,9.0,160.9,Normal Weight,M,20,62.0
TRAIN_0510,25.0,105.6,109.0,6.0,4.0,213.8,Overweight,M,70,218.0
TRAIN_0511,3.0,101.7,73.0,6.0,0.0,183.0,Normal Weight,M,21,2.0
TRAIN_0512,24.0,105.1,91.0,5.0,9.0,158.7,Normal Weight,F,79,126.0
TRAIN_0513,18.0,104.9,99.0,5.0,7.0,143.3,Normal Weight,F,53,104.0
TRAIN_0514,21.0,104.7,102.0,5.0,12.0,198.4,Overweight,M,43,131.0
TRAIN_0515,6.0,102.7,90.0,5.0,3.0,125.7,Normal Weight,F,73,32.0
TRAIN_0516,7.0,102.7,85.0,5.0,8.0,169.8,Overweight,M,34,21.0
TRAIN_0517,30.0,105.6,103.0,5.0,8.0,147.7,Normal Weight,F,68,192.0
TRAIN_0518,16.0,104.5,98.0,6.0,2.0,200.6,Overweight,M,68,110.0
TRAIN_0519,12.0,103.3,94.0,5.0,7.0,163.1,Overweight,M,31,49.0
TRAIN_0520,10.0,102.9,94.0,6.0,2.0,189.6,Normal Weight,M,31,44.0
TRAIN_0521,25.0,105.3,106.0,5.0,7.0,145.5,Normal Weight,F,37,155.0
TRAIN_0522,19.0,105.3,94.0,6.0,4.0,211.6,Overweight,M,55,109.0
TRAIN_0523,16.0,104.5,92.0,6.0,5.0,211.6,Overweight,M,64,94.0
TRAIN_0524,29.0,105.6,104.0,5.0,2.0,130.1,Normal Weight,F,30,173.0
TRAIN_0525,11.0,104.0,93.0,5.0,11.0,178.6,Normal Weight,M,23,41.0
TRAIN_0526,1.0,100.0,78.0,6.0,0.0,194.0,Overweight,M,55,3.0
TRAIN_0527,3.0,100.8,87.0,6.0,2.0,187.4,Normal Weight,M,22,9.0
TRAIN_0528,24.0,105.4,103.0,5.0,9.0,165.3,Normal Weight,F,31,136.0
TRAIN_0529,8.0,103.3,86.0,5.0,4.0,125.7,Normal Weight,F,31,33.0
TRAIN_0530,13.0,104.0,95.0,6.0,4.0,211.6,Overweight,M,43,69.0
TRAIN_0531,3.0,101.7,82.0,6.0,6.0,224.9,Overweight,M,21,7.0
TRAIN_0532,22.0,105.3,102.0,5.0,6.0,141.1,Normal Weight,F,27,124.0
TRAIN_0533,5.0,102.7,85.0,6.0,4.0,216.1,Overweight,M,41,19.0
TRAIN_0534,9.0,103.5,92.0,6.0,1.0,167.6,Normal Weight,F,24,39.0
TRAIN_0535,28.0,105.1,107.0,5.0,10.0,174.2,Normal Weight,M,24,163.0
TRAIN_0536,17.0,104.7,91.0,6.0,3.0,209.4,Overweight,M,79,109.0
TRAIN_0537,24.0,105.4,106.0,5.0,5.0,143.3,Normal Weight,F,29,146.0
TRAIN_0538,12.0,104.0,94.0,6.0,3.0,209.4,Overweight,M,43,62.0
TRAIN_0539,17.0,104.9,101.0,5.0,10.0,191.8,Overweight,M,59,115.0
TRAIN_0540,13.0,104.0,88.0,5.0,10.0,180.8,Overweight,M,30,43.0
TRAIN_0541,10.0,104.0,91.0,5.0,7.0,158.7,Obese,M,34,37.0
TRAIN_0542,17.0,104.7,96.0,5.0,5.0,147.7,Normal Weight,F,47,90.0
TRAIN_0543,12.0,104.0,98.0,5.0,3.0,127.9,Normal Weight,F,63,71.0
TRAIN_0544,23.0,104.4,101.0,5.0,1.0,143.3,Overweight,F,36,130.0
TRAIN_0545,11.0,103.8,85.0,5.0,8.0,156.5,Normal Weight,F,35,42.0
TRAIN_0546,24.0,105.1,99.0,5.0,6.0,156.5,Overweight,M,69,159.0
TRAIN_0547,19.0,104.9,101.0,5.0,8.0,165.3,Overweight,F,47,109.0
TRAIN_0548,28.0,104.7,105.0,5.0,5.0,132.3,Normal Weight,F,21,165.0
TRAIN_0549,16.0,104.7,86.0,5.0,6.0,156.5,Overweight,M,29,44.0
TRAIN_0550,27.0,105.6,99.0,6.0,8.0,249.1,Overweight,M,38,163.0
TRAIN_0551,14.0,104.4,94.0,6.0,5.0,222.7,Overweight,M,25,61.0
TRAIN_0552,20.0,104.9,98.0,6.0,6.0,224.9,Overweight,M,76,150.0
TRAIN_0553,1.0,100.6,79.0,6.0,0.0,169.8,Normal Weight,F,63,4.0
TRAIN_0554,8.0,103.1,93.0,6.0,3.0,189.6,Normal Weight,M,35,35.0
TRAIN_0555,2.0,100.9,81.0,5.0,6.0,145.5,Normal Weight,F,49,7.0
TRAIN_0556,2.0,100.4,91.0,5.0,6.0,147.7,Normal Weight,F,28,9.0
TRAIN_0557,1.0,100.0,78.0,5.0,8.0,176.4,Overweight,M,42,2.0
TRAIN_0558,12.0,103.6,92.0,5.0,7.0,165.3,Overweight,F,62,60.0
TRAIN_0559,19.0,104.5,95.0,5.0,10.0,165.3,Normal Weight,M,33,83.0
TRAIN_0560,16.0,104.0,90.0,6.0,0.0,185.2,Overweight,M,34,62.0
TRAIN_0561,25.0,105.1,109.0,5.0,7.0,152.1,Normal Weight,F,53,169.0
TRAIN_0562,12.0,103.5,101.0,6.0,1.0,200.6,Overweight,M,47,76.0
TRAIN_0563,3.0,102.0,85.0,5.0,6.0,147.7,Normal Weight,F,56,13.0
TRAIN_0564,21.0,105.3,108.0,6.0,5.0,218.3,Overweight,M,20,131.0
TRAIN_0565,5.0,102.9,76.0,5.0,9.0,165.3,Normal Weight,M,27,6.0
TRAIN_0566,16.0,104.2,105.0,5.0,4.0,143.3,Normal Weight,F,34,97.0
TRAIN_0567,27.0,105.6,104.0,5.0,5.0,127.9,Normal Weight,F,35,164.0
TRAIN_0568,6.0,102.6,86.0,4.0,12.0,114.6,Normal Weight,F,28,25.0
TRAIN_0569,25.0,104.9,97.0,5.0,9.0,167.6,Overweight,M,29,112.0
TRAIN_0570,2.0,101.3,88.0,5.0,3.0,141.1,Overweight,F,77,10.0
TRAIN_0571,4.0,102.7,91.0,5.0,12.0,185.2,Overweight,M,22,14.0
TRAIN_0572,14.0,104.2,88.0,5.0,6.0,143.3,Normal Weight,F,25,57.0
TRAIN_0573,5.0,102.0,89.0,5.0,7.0,165.3,Overweight,M,73,27.0
TRAIN_0574,4.0,101.8,81.0,5.0,12.0,169.8,Normal Weight,F,32,13.0
TRAIN_0575,23.0,105.1,108.0,5.0,10.0,187.4,Overweight,M,55,175.0
TRAIN_0576,28.0,105.6,105.0,5.0,10.0,172.0,Normal Weight,M,21,150.0
TRAIN_0577,4.0,102.0,88.0,4.0,9.0,103.6,Normal Weight,F,76,21.0
TRAIN_0578,28.0,105.6,107.0,6.0,0.0,198.4,Overweight,M,50,205.0
TRAIN_0579,19.0,104.9,105.0,4.0,10.0,108.0,Normal Weight,F,25,116.0
TRAIN_0580,27.0,105.4,100.0,5.0,11.0,176.4,Normal Weight,M,20,124.0
TRAIN_0581,29.0,105.8,111.0,5.0,8.0,149.9,Normal Weight,F,59,206.0
TRAIN_0582,3.0,101.5,89.0,5.0,9.0,154.3,Normal Weight,M,55,13.0
TRAIN_0583,15.0,104.0,104.0,5.0,8.0,172.0,Overweight,M,76,118.0
TRAIN_0584,15.0,104.2,92.0,6.0,6.0,222.7,Overweight,M,35,69.0
TRAIN_0585,8.0,103.6,87.0,6.0,1.0,187.4,Normal Weight,F,32,31.0
TRAIN_0586,5.0,102.0,79.0,5.0,3.0,134.5,Normal Weight,F,67,20.0
